RA	DEC	SNtype	Galtype	mag_g	bar
180.73033  	 15.58400  	   Ia      	NA         	NA         	NA         
160.04525  	 22.62653  	   IIn     	NA         	NA         	NA         
 11.04863  	 23.74039  	           	NA         	NA         	NA         
332.84829  	 -9.21233  	   Ib      	NA         	NA         	NA         
170.16158  	 -3.54619  	   Ia pec  	NA         	NA         	NA         
177.79425  	 24.67292  	           	NA         	NA         	NA         
143.12546  	 17.68883  	           	 S0/a      	16.30      	B          
207.84050  	 14.14378  	   Ia      	NA         	NA         	NA         
153.20300  	 43.18319  	   Ia      	 S         	19.01      	B          
245.94000  	 11.73528  	   II P    	 Sb        	17.11      	B          
163.61017  	 59.03697  	           	 Sa        	15.10      	           
210.47338  	 -1.34172  	   IIb     	 Im        	18.97      	           
 38.16442  	  0.61950  	   Ia pec  	 Sb        	14.51      	           
240.55650  	 15.93856  	   IIb     	 Sa        	14.95      	           
255.97346  	 31.50172  	   Ia pec  	 Sbc       	15.79      	           
176.01246  	 55.69100  	   Ic      	 S         	20.20      	           
194.85000  	 27.99653  	   Ia      	 E         	17.79      	           
190.06317  	 -9.30397  	:  II P    	 Sc        	13.77      	           
242.70838  	 17.97669  	   Ic      	 Sbc pec   	15.07      	           
123.56629  	 18.43839  	   IIn pec 	 Sb        	14.58      	           
143.25729  	 15.81911  	   IIb     	 Sdm       	16.36      	           
244.41858  	 35.00281  	   Ia      	 S0        	13.96      	           
205.92079  	  3.90003  	   Ia      	 Sbc       	14.64      	           
129.05254  	 44.00708  	   Ia      	NA         	NA         	NA         
150.54058  	  1.23358  	   II P    	NA         	NA         	NA         
150.85858  	  1.02950  	   Ia      	NA         	NA         	NA         
138.15163  	 34.85472  	   Ia      	 Sb        	16.91      	           
226.73754  	 56.50772  	   Ib/c    	 Sc        	14.15      	B          
259.05117  	 31.79344  	   II      	 Sc        	14.91      	           
220.47258  	 10.75039  	   Ia      	 Sbc       	16.05      	           
188.86329  	 27.06744  	   Ic      	           	NA         	           
208.53642  	 60.68067  	   Ia      	 Sa        	13.55      	B          
179.58617  	 15.33633  	   Ia      	NA         	NA         	NA         
161.15925  	 57.81114  	   Ia      	           	NA         	           
162.02942  	 56.85011  	   Ia      	NA         	NA         	NA         
184.90638  	 46.03222  	   II      	 S         	18.20      	           
 34.94396  	 -3.20292  	   Ia      	 S         	18.96      	           
162.06579  	 57.40542  	   Ic      	 S         	19.11      	           
164.42188  	 57.61331  	   Ia      	 Sb        	18.13      	           
166.10621  	  4.83822  	   II P    	 Sbc pec   	13.34      	           
190.14550  	-20.56133  	   Ia      	 E/S0      	14.73      	           
170.51938  	  9.44569  	   II P    	NA         	NA         	NA         
251.73088  	 34.15983  	   IIn     	 Sc        	14.26      	B          
180.79563  	 44.52864  	   Ib/c    	 Sbc       	NA         	B          
185.42275  	 40.85533  	   II      	 Sb        	13.50      	B          
235.74325  	  2.28128  	   Ia      	NA         	NA         	NA         
174.48579  	 10.89389  	   Ia      	NA         	NA         	NA         
141.92588  	 44.57681  	           	NA         	NA         	NA         
228.66504  	 28.42261  	           	NA         	NA         	NA         
199.62546  	 44.33969  	           	NA         	NA         	NA         
162.87446  	  9.27586  	           	 Sbc       	14.23      	B          
129.62963  	 14.01086  	           	NA         	NA         	NA         
186.19933  	 32.11525  	           	NA         	NA         	NA         
183.68217  	 43.61439  	           	NA         	NA         	NA         
143.87504  	  1.47550  	   Ia      	NA         	NA         	NA         
230.84100  	  2.31694  	           	NA         	NA         	NA         
232.65650  	  0.87831  	           	 S         	19.28      	           
226.35017  	  2.97636  	           	NA         	NA         	NA         
131.99158  	 51.14478  	           	NA         	NA         	NA         
211.04704  	 33.30617  	   II      	 Sa        	14.66      	B          
166.02738  	  4.83297  	   Ib      	 Sd        	18.63      	           
202.35429  	 11.79622  	           	 S0/a      	15.07      	B          
221.98242  	 19.05492  	   Ia      	 S0        	15.63      	B          
161.20842  	  6.60147  	   II P    	 Sc        	13.53      	           
200.14733  	 34.13950  	           	 S         	NA         	           
144.08033  	 29.35036  	           	NA         	NA         	NA         
143.48683  	 38.80992  	           	NA         	NA         	NA         
195.13096  	 41.74567  	   II      	NA         	NA         	NA         
220.92854  	  3.97117  	   Ia      	 Im        	19.35      	           
340.23704  	 -7.05178  	           	 Sc        	16.04      	           
157.93450  	 46.66806  	   II      	 Sbc       	14.56      	           
253.19833  	 51.06269  	   Ia      	 Sc        	14.79      	           
243.12167  	 -0.74475  	           	NA         	NA         	NA         
194.66529  	 -3.44531  	           	NA         	NA         	NA         
158.51796  	 38.54178  	           	NA         	NA         	NA         
164.15496  	 20.24497  	           	 Sc        	16.68      	           
133.19700  	 53.23503  	           	NA         	NA         	NA         
179.39467  	 24.70769  	           	NA         	NA         	NA         
217.23400  	 20.31778  	           	NA         	NA         	NA         
323.75404  	 -0.51328  	   Ia      	 E/S0      	15.58      	           
182.88879  	 47.27475  	   Ia      	NA         	NA         	NA         
209.36713  	  6.09681  	   Ic      	 Sbc       	12.95      	           
  3.87375  	 17.32806  	   Ia      	 E         	12.66      	           
250.81117  	 32.67511  	   Ia      	 Sc        	NA         	           
242.54596  	  0.75208  	   Ia      	 Sb        	17.68      	B          
207.68508  	 17.06622  	           	NA         	NA         	NA         
191.37300  	 53.86367  	           	 Sd        	16.42      	           
 20.40742  	  5.29442  	   Ia      	 Sb        	10.64      	           
257.35054  	 22.21336  	   Ia      	 Sbc       	14.48      	           
205.07496  	 26.35331  	   II      	 Sc        	15.86      	B          
247.21708  	 26.37472  	   Ia      	NA         	NA         	NA         
333.92733  	 -9.33814  	   Ia      	NA         	NA         	NA         
312.05642  	 -5.80361  	   Ic      	 Sbc       	15.11      	           
223.53204  	 42.54850  	   IIb     	 S         	18.07      	           
213.48642  	 31.54031  	   IIb     	 S         	19.63      	           
342.17067  	 27.61983  	   IIb     	 Sbc       	14.62      	           
343.58471  	 11.78186  	   II      	 Sbc       	16.62      	           
237.56675  	  4.72611  	           	 S         	19.49      	           
207.69079  	 19.43839  	           	NA         	NA         	NA         
240.28713  	 34.84489  	           	NA         	NA         	NA         
233.69754  	  2.09714  	           	 S         	19.75      	           
237.54642  	 12.27847  	           	NA         	NA         	NA         
248.32467  	 11.75136  	           	NA         	NA         	NA         
259.22533  	 31.56406  	           	NA         	NA         	NA         
322.90067  	 12.48086  	           	 S         	18.12      	           
345.04542  	 26.09922  	   Ia      	 Sbc       	15.48      	           
184.45958  	 47.44675  	   Ia      	NA         	NA         	NA         
213.25779  	 54.46294  	   Ia      	NA         	NA         	NA         
242.07667  	 54.90811  	   Ia      	NA         	NA         	NA         
243.61963  	 54.72583  	   Ia      	NA         	NA         	NA         
211.81221  	 53.99761  	   Ia      	NA         	NA         	NA         
242.21938  	 55.00483  	   Ia      	NA         	NA         	NA         
212.33308  	 54.26256  	   Ia      	NA         	NA         	NA         
184.17321  	 46.68997  	   Ia      	NA         	NA         	NA         
214.32746  	 53.97831  	   Ia      	NA         	NA         	NA         
241.43679  	 56.07442  	   Ia      	NA         	NA         	NA         
241.70333  	 54.98094  	   Ia      	NA         	NA         	NA         
242.83088  	 53.63750  	   IIb     	 S         	18.91      	           
243.45092  	 55.60853  	   Ia      	NA         	NA         	NA         
244.44879  	 55.30228  	   Ia      	NA         	NA         	NA         
244.56613  	 55.38469  	   Ia      	 S         	20.99      	           
244.72421  	 55.78292  	   Ia      	NA         	NA         	NA         
183.52708  	 46.99233  	   Ia      	NA         	NA         	NA         
185.49779  	 45.84719  	   Ia      	NA         	NA         	NA         
212.99067  	 52.07183  	   Ia      	NA         	NA         	NA         
213.51392  	 53.36217  	   Ia      	NA         	NA         	NA         
240.31421  	 54.29819  	   Ia      	NA         	NA         	NA         
185.44358  	 46.65369  	   Ia      	NA         	NA         	NA         
228.27717  	 41.26819  	   II      	 Sbc       	13.69      	B          
266.88504  	 64.02342  	   II P    	 Sb        	14.63      	           
345.93038  	 -7.23172  	   II P    	 Sc        	14.06      	           
145.51988  	  0.33083  	   Ia      	 Sc        	11.97      	           
186.29171  	 45.32886  	   Ia      	NA         	NA         	NA         
  8.68263  	  9.91003  	   Ia      	 Sb        	15.94      	B          
234.66579  	 41.00553  	   Ia      	 Sdm       	15.31      	           
 15.33808  	 31.51289  	   II P    	 Sbc       	14.89      	           
210.64975  	 32.50853  	   Ic      	 Sbc       	14.16      	           
263.33688  	 44.10447  	   Ia      	 Sbc       	15.37      	           
259.45792  	 40.88111  	   Ia      	 Sc        	18.51      	B          
253.23913  	  2.38789  	   Ia      	 S pec     	13.27      	           
  4.35708  	 -0.97714  	   II      	 Sb        	14.72      	           
 38.49567  	 44.34728  	   Ib/c    	 Sb        	13.98      	           
311.41463  	 -5.58661  	   II      	 Sbc       	15.10      	           
269.59404  	 50.79286  	   Ia      	 S         	18.96      	           
171.44463  	 -8.82817  	   Ic      	NA         	NA         	NA         
 36.80017  	 -4.53469  	   Ia      	NA         	NA         	NA         
121.60150  	  1.03586  	   Ia      	 Sa        	13.81      	           
 30.10354  	 24.57881  	           	 Sbc       	14.11      	B          
269.82658  	 45.87561  	   Ia pec  	 S0/a pec  	13.26      	           
 54.46921  	  4.94783  	   Ia      	 Sbc       	15.26      	B          
259.13892  	 57.86897  	           	 Sbc       	16.16      	           
353.82742  	 12.92553  	   II P    	 Sc        	14.21      	B          
349.79267  	  9.19844  	:  Ia      	 Sbc       	16.30      	           
  4.70838  	-10.36128  	   II      	 S         	14.27      	           
 36.41308  	 24.76489  	   Ia      	 S0/a      	17.14      	           
350.55554  	 -5.31875  	   Ia      	NA         	NA         	NA         
351.10542  	-19.03733  	   II P    	NA         	NA         	NA         
256.20913  	 12.92678  	   II      	 Sb        	15.38      	           
284.88704  	 19.40719  	   Ic      	NA         	NA         	NA         
 28.42488  	 29.93461  	   Ia      	 Sb        	14.19      	           
153.15529  	 -1.81669  	   Ia      	NA         	NA         	NA         
 21.44808  	 -1.37492  	   II      	 Im        	16.61      	           
346.45433  	  3.52239  	   II      	 Sc        	13.20      	B          
341.43833  	 11.13156  	   Ib      	 Sbc       	14.28      	           
 27.70404  	 32.54969  	   Ib      	 Sa        	14.49      	B          
339.55492  	 35.49167  	   Ia      	 Sab       	13.95      	B          
335.08413  	 17.05617  	   Ia      	 Sab pec   	15.83      	           
130.83921  	 45.73833  	   Ic      	 Sm        	13.66      	           
 52.45208  	  6.54869  	   Ia      	 Sa        	17.09      	           
328.59688  	 15.15572  	   Ic      	 Sbc       	13.91      	           
349.80996  	 26.05339  	   Ib/c    	 Sb        	14.66      	           
131.31254  	 27.82272  	   Ia pec  	 Sdm       	15.92      	B          
 15.01038  	 41.71600  	   Ia      	 Sb        	15.04      	B          
102.46225  	 28.37281  	   II P    	 Scd       	14.77      	           
168.86146  	  8.11214  	   Ia      	NA         	NA         	NA         
120.61829  	  9.39469  	   Ia pec  	 E         	12.42      	           
 40.05825  	 -8.77419  	   II P    	 Sc        	14.20      	           
259.65254  	 41.68242  	           	 S0        	13.55      	           
 55.18113  	  1.05944  	   Ia pec  	 Sab       	15.48      	B          
331.11425  	 -7.97811  	           	 S         	17.36      	           
 26.38296  	 25.53758  	   II P    	 Sdm       	15.52      	           
 18.14846  	 15.47458  	   IIn     	NA         	NA         	NA         
